id,data_venda,cliente,vendedor,produto,categoria,quantidade,preco_unitario,desconto,regiao,canal,valor_total
fba177a0-12ad-4e68-bc9c-ab62cbd46ace,2023-10-29,Vargas - EI,Maria Clara Carvalho,A simplicidade de atingir seus objetivos com força total,Alimentação,63,491.85,0.17,Norte,Loja Física,25718.84
a8d15cb0-6386-43c4-826d-2c53df58a224,2023-11-26,Garcia,Emanuel Mendes,O poder de conseguir com toda a tranquilidade,Serviços,81,17.38,0.13,Norte,Loja Física,1224.77
f588d720-c5d0-4396-9e10-b2e652792e77,2024-03-01,Gomes S/A,Dr. Isaac Rezende,O poder de evoluir sem preocupação,Serviços,2,191.8,0.06,Norte,Telefone,360.58
1c5360c0-163b-4736-8ae3-a6dd6e51de20,2023-11-26,da Rosa Costa - ME,Bruna Casa Grande,A simplicidade de avançar mais facilmente,Utensílios,26,374.92,0.15,Centro,Representante,8285.73
93254cb0-68ce-429f-aef9-38e164b0274b,2025-02-19,Borges Machado - ME,José Miguel da Mata,O poder de realizar seus sonhos com confiança,Bebidas,64,432.66,0.08,Centro,Online,25475.02
81f23711-1fc8-4b03-8412-c935fe44558e,2024-03-16,Oliveira Sousa - ME,Hellena Câmara,A liberdade de inovar naturalmente,Serviços,14,306.81,0.14,Leste,Loja Física,3693.99
25f66d90-a3e2-4413-a08e-18e9b74187ee,2024-03-26,Macedo,Dra. Giovanna Siqueira,A vantagem de realizar seus sonhos antes de tudo,Serviços,40,153.09,0.1,Oeste,Representante,5511.24
484dd9b3-c587-4987-a761-8005c84cc6b3,2024-10-09,da Costa S.A.,João da Mota,A certeza de mudar mais rapidamente,Alimentação,48,420.92,0.06,Oeste,Representante,18991.91
78baf0a6-12fe-45a3-a57c-171deecfd713,2023-10-09,Pires,Maria Helena Moreira,O poder de atingir seus objetivos com toda a tranquilidade,Utensílios,22,282.6,0.04,Centro,Loja Física,5968.51
1a8b68ac-a85c-49e0-a158-27dddbae61c8,2024-04-07,Garcia,Maria Alice Brito,A certeza de atingir seus objetivos naturalmente,Serviços,34,291.23,0.2,Oeste,Loja Física,7921.46
1b52fc3d-f7bc-4d4a-9d99-293a1eb177dd,2024-03-18,Leão,João Gabriel Moraes,A vantagem de realizar seus sonhos naturalmente,Bebidas,96,437.69,0.15,Norte,Online,35715.5
12b1dec3-ff74-4bae-9a51-c98d10700321,2024-07-07,Peixoto,Melissa Farias,O conforto de inovar com força total,Serviços,12,62.2,0.09,Leste,Loja Física,679.22
854c71ee-9c89-4b3b-b29c-fa2175f54491,2024-04-26,Fernandes S.A.,Sra. Bianca Freitas,A vantagem de concretizar seus projetos simplesmente,Alimentação,96,466.32,0.14,Centro,Representante,38499.38
810608ce-940c-44f7-801d-2e23127f7f13,2025-01-04,Marques,Levi Caldeira,O conforto de realizar seus sonhos com força total,Alimentação,79,162.01,0.17,Oeste,Online,10623.0
3bfad61b-7dec-4b25-a497-d66384577004,2025-07-01,Machado e Filhos,Dra. Manuela Cavalcante,O conforto de mudar com força total,Serviços,97,58.57,0.03,Oeste,Online,5510.85
3fa554a7-e352-4446-b38e-3e306d4f95ee,2024-12-29,Siqueira,Theodoro Camargo,O prazer de conseguir antes de tudo,Utensílios,89,37.41,0.05,Oeste,Online,3163.02
b5fbc8b1-95fa-489d-8a12-f1d41a7a76bb,2024-09-05,Oliveira Carvalho e Filhos,Valentim Camargo,A possibilidade de avançar de maneira eficaz,Alimentação,72,331.94,0.13,Leste,Telefone,20792.72
c17c7c8d-d000-442f-8f00-92fbd534c949,2025-03-03,da Conceição,Sra. Aurora Correia,O direito de atingir seus objetivos de maneira eficaz,Serviços,7,150.7,0.13,Centro,Online,917.76
5bba025b-c2d8-4cd5-a486-de35543f4c2f,2025-03-19,Abreu S/A,Enzo Gabriel Aragão,A liberdade de inovar mais facilmente,Serviços,28,176.42,0.14,Oeste,Online,4248.19
ab86b328-3ad1-4201-82a8-64ecad74d7d1,2024-02-06,Pacheco Ltda.,Emanuelly Silva,A possibilidade de inovar mais rapidamente,Alimentação,51,164.26,0.13,Norte,Telefone,7288.22
ad049c6d-5290-4507-b31f-fba44967d6a8,2024-04-09,Mendes,Luiza Viana,O conforto de atingir seus objetivos mais rapidamente,Alimentação,29,384.93,0.18,Centro,Online,9153.64
2bcfc23c-b100-4cd0-a731-b46b00499739,2024-08-05,Garcia,Ana Nogueira,O poder de concretizar seus projetos com confiança,Serviços,4,482.34,0.03,Sul,Online,1871.48
ebbebabd-2d96-449a-88ae-6ab77647de80,2025-08-14,Aragão,Nicole Rocha,A segurança de avançar mais facilmente,Serviços,78,54.67,0.19,Sul,Representante,3454.05
398d425a-d460-4c49-a23c-6ca26709c11b,2024-03-14,Almeida da Rocha S.A.,Ana Lívia Araújo,O conforto de realizar seus sonhos em estado puro,Utensílios,28,92.09,0.17,Norte,Online,2140.17
9a65cea1-6858-4051-be74-c4a5186c5957,2024-11-12,da Luz Fogaça - EI,Alexia Costela,A liberdade de realizar seus sonhos com confiança,Utensílios,97,368.59,0.18,Norte,Representante,29317.65
241f09b4-7ffc-4038-91d9-7c8e1fb5e89a,2024-09-12,Rezende Ltda.,Sophie Brito,A possibilidade de conseguir com toda a tranquilidade,Bebidas,97,337.67,0.01,Norte,Online,32426.45
4806f0ab-166a-4b3c-9654-3fb263024832,2024-11-06,Gomes - ME,João Gabriel Andrade,A segurança de realizar seus sonhos de maneira eficaz,Alimentação,86,173.75,0.06,Leste,Loja Física,14045.95
43801c19-ce7e-407c-b090-7645911d5fa5,2023-12-06,Pinto - ME,Luísa da Cruz,O poder de ganhar com força total,Bebidas,36,74.27,0.1,Centro,Representante,2406.35
3a97f5d9-f17b-4920-a176-921eb6bd795d,2024-07-19,Costela S.A.,Felipe Ferreira,O direito de atingir seus objetivos antes de tudo,Utensílios,33,232.97,0.04,Centro,Telefone,7380.49
d1853c97-f751-4fec-bed6-4a3f165b11c4,2024-08-10,Vieira Melo S/A,Emilly Vargas,A liberdade de conseguir mais rapidamente,Bebidas,14,28.2,0.15,Norte,Loja Física,335.58
909721e6-8ec8-4eb0-8573-c3590eeddbf1,2024-12-13,da Rocha Lima Ltda.,Hadassa Costela,A simplicidade de avançar com toda a tranquilidade,Utensílios,75,496.13,0.05,Leste,Telefone,35349.26
997b6c15-7372-4ebc-9b60-5c91777c707c,2024-11-07,Borges Pacheco - EI,Juan Souza,O poder de inovar naturalmente,Alimentação,82,252.95,0.01,Leste,Telefone,20534.48
1f2cce41-27ec-41a0-a67a-5e11111f965f,2024-11-24,Barros Ltda.,Otávio da Cunha,A possibilidade de ganhar de maneira eficaz,Bebidas,51,98.66,0.15,Norte,Loja Física,4276.91
9994b256-8735-4bdf-988a-f5cedae604eb,2024-04-10,Pereira,Maria Vitória Macedo,O conforto de ganhar direto da fonte,Serviços,46,244.54,0.07,Centro,Telefone,10461.42
a9984e44-d782-4cb6-84e4-d25ba8de054c,2024-07-16,Campos S/A,Pedro Miguel Rezende,O prazer de mudar de maneira eficaz,Bebidas,44,195.19,0.13,Centro,Representante,7471.87
4420edfd-6c42-4ed9-a7b4-619b0c3b5670,2024-07-10,Caldeira,Dr. Rhavi Cavalcante,A liberdade de mudar simplesmente,Utensílios,85,193.37,0.03,Leste,Loja Física,15943.36
84d3a723-37d9-4585-bf88-fba709e447fa,2025-06-18,Rodrigues,Ana Beatriz Melo,A simplicidade de ganhar com toda a tranquilidade,Serviços,73,17.18,0.07,Sul,Online,1166.35
ec523310-2736-421a-90c6-b29fa100ed7a,2025-04-24,Martins,Daniela Sousa,A certeza de conseguir mais rapidamente,Bebidas,84,475.1,0.08,Centro,Representante,36715.73
c14eb516-c33b-4515-b992-b7f63d08bd62,2024-10-19,Mendes S.A.,Sra. Maria Luiza Sales,A certeza de evoluir de maneira eficaz,Serviços,77,170.52,0.03,Leste,Loja Física,12736.14
38ffde59-a5ed-403a-b8db-91caa0e5ba8c,2025-06-10,Moraes Ltda.,Alana Pimenta,A liberdade de evoluir com toda a tranquilidade,Serviços,63,17.5,0.01,Centro,Representante,1091.47
511a9e2f-b532-496c-9298-21820a03fbbc,2025-09-07,Pires Pereira - ME,Matheus Leão,A vantagem de conseguir com confiança,Bebidas,59,488.73,0.16,Centro,Loja Física,24221.46
1311bc82-2b00-4337-b6a9-8e128442f970,2024-12-07,Machado e Filhos,Sra. Maria Vitória Ramos,A arte de concretizar seus projetos de maneira eficaz,Utensílios,23,468.27,0.04,Centro,Representante,10339.4
6d9b3a76-f623-4820-a814-927f53e18743,2025-08-13,Pires,Isabella Cavalcante,O poder de inovar em estado puro,Utensílios,21,297.64,0.05,Oeste,Representante,5937.92
a8c89971-482f-4e25-8312-5b803d3b3c55,2024-05-15,Caldeira Vieira S.A.,Maria Júlia Carvalho,A arte de avançar simplesmente,Bebidas,16,107.93,0.08,Oeste,Telefone,1588.73
802c0803-e64d-42ae-b2ea-d6fa41c7ca88,2024-02-09,Lopes,Guilherme Novais,A arte de evoluir em estado puro,Alimentação,55,318.81,0.18,Oeste,Telefone,14378.33
8b435106-1f25-4939-b84a-aecb1b7384d2,2024-11-05,Casa Grande,Yuri Machado,A liberdade de mudar em estado puro,Bebidas,46,265.32,0.05,Centro,Online,11594.48
bb381ad2-1c4b-4950-b4b3-78a2020e5c03,2024-01-15,Freitas Vargas - EI,Eloá Montenegro,A vantagem de mudar de maneira eficaz,Bebidas,96,357.9,0.19,Centro,Loja Física,27830.3
1c79870a-b9e4-4b4c-ba65-1e0870dda3bc,2025-05-18,Mendes,Bruno Pastor,O poder de inovar com confiança,Serviços,93,125.73,0.11,Leste,Representante,10406.67
f82051c1-0a10-4ae1-b1b8-f0176c504035,2025-06-02,Caldeira,Sra. Maya Pinto,O prazer de inovar antes de tudo,Utensílios,9,217.21,0.07,Leste,Online,1818.05
c0a14e80-4ea6-47fe-8c7d-473a783024d0,2023-12-27,Fernandes,Dra. Júlia Caldeira,O poder de concretizar seus projetos em estado puro,Utensílios,53,214.4,0.06,Centro,Loja Física,10681.41
2d7cd73a-ed7f-4ac6-a989-c84af9f9375e,2024-05-03,Novaes Câmara e Filhos,Joaquim Costa,A liberdade de atingir seus objetivos naturalmente,Serviços,91,484.99,0.0,Leste,Telefone,44134.09
40153606-a9a2-43e6-8427-29e11f2e9df4,2023-10-11,Vasconcelos,Cauã Gonçalves,A liberdade de ganhar direto da fonte,Serviços,5,433.29,0.18,Leste,Loja Física,1776.49
95d9bbfb-d616-41e9-bfdd-93a200c19e71,2024-11-05,Pacheco,Dra. Milena da Cruz,A certeza de avançar com confiança,Serviços,90,374.83,0.12,Oeste,Online,29686.54
1f09aa73-55a8-40d3-b980-0cbea1e4914d,2023-11-21,Correia S.A.,Ravi da Luz,O direito de inovar naturalmente,Bebidas,75,281.7,0.11,Norte,Representante,18803.47
27753681-f3e6-45fe-9496-8d13a624e575,2025-06-03,Macedo Pastor S/A,Sr. Leonardo Silveira,O conforto de realizar seus sonhos com confiança,Alimentação,84,54.98,0.01,Sul,Online,4572.14
a037892a-6419-48f6-aede-903aac0afdf1,2024-10-19,Nunes Cavalcanti S.A.,Lucas Freitas,A vantagem de realizar seus sonhos mais rapidamente,Alimentação,4,460.54,0.13,Centro,Online,1602.68
7a6b5d56-e752-4154-ba4e-0956f15891b3,2025-09-11,da Mata Castro - ME,Antony Costa,O direito de atingir seus objetivos em estado puro,Utensílios,31,256.77,0.0,Norte,Representante,7959.87
1008772e-5687-442d-b0fa-abec18e2ae0a,2024-07-01,Cunha S/A,Luiz Gustavo Fonseca,A vantagem de mudar de maneira eficaz,Serviços,40,66.91,0.17,Oeste,Loja Física,2221.41
d832e7b2-c1eb-4db9-9a40-2b697c00610e,2025-08-20,Sales Gonçalves - ME,Bruno da Conceição,A vantagem de evoluir sem preocupação,Serviços,22,57.07,0.19,Sul,Loja Física,1016.99
6d0054d1-a90d-4b32-9906-e98627d0fb1d,2024-12-16,Cassiano,Ryan Campos,O poder de atingir seus objetivos em estado puro,Utensílios,43,108.42,0.18,Leste,Telefone,3822.89
e2aa86f8-f7b8-441d-9465-34c1044a734a,2023-10-28,Casa Grande Dias S/A,Dr. Marcos Vinicius Caldeira,O direito de concretizar seus projetos mais facilmente,Utensílios,94,161.47,0.02,Norte,Online,14874.62
f0c08560-eb51-491e-ab85-5181f8788d75,2023-10-25,da Paz,Juliana Albuquerque,A certeza de realizar seus sonhos em estado puro,Bebidas,17,495.61,0.01,Leste,Telefone,8341.12
b93df96a-0d86-49ee-bfed-2935ec902c48,2025-03-16,da Cunha,Esther Carvalho,A simplicidade de inovar naturalmente,Serviços,74,408.85,0.02,Norte,Telefone,29649.8
8aa84b08-abb2-48b1-b765-3a2a00e4e7d8,2023-12-16,Rezende - EI,Allana Moura,O prazer de atingir seus objetivos com força total,Utensílios,53,201.32,0.01,Sul,Telefone,10563.26
61253178-d342-4ae5-b21c-94f3b3bb22c0,2024-08-23,Guerra,Vinicius Vieira,A segurança de conseguir com toda a tranquilidade,Bebidas,50,281.79,0.0,Oeste,Telefone,14089.5
ad99938e-8772-4318-a5d7-7ef69501c1b2,2023-11-20,Guerra,Alice Rios,A segurança de avançar com confiança,Utensílios,17,477.61,0.18,Sul,Representante,6657.88
73c8be8b-dfd4-42fd-8400-b2d4a46cfe7d,2025-05-07,da Paz,Marcelo Vieira,A simplicidade de atingir seus objetivos mais facilmente,Utensílios,78,78.77,0.12,Sul,Representante,5406.77
fa0f99d8-0bbf-4126-8b44-4adab213977a,2024-03-23,da Luz,Aylla Cirino,A certeza de concretizar seus projetos de maneira eficaz,Alimentação,93,412.96,0.13,Leste,Representante,33412.59
33f04515-39ac-4ed0-9ef5-376283f4bb2d,2025-05-30,Monteiro Oliveira S.A.,Maria Costela,A possibilidade de ganhar em estado puro,Serviços,57,108.54,0.06,Leste,Telefone,5815.57
fbea154b-a0a0-487b-90c5-c1839248f844,2025-02-17,Silveira da Rocha - ME,Dra. Maria Eduarda Fernandes,O poder de ganhar com toda a tranquilidade,Utensílios,78,272.39,0.01,Centro,Telefone,21033.96
06be04db-f5e9-4dd8-867a-6ee3b7b47fe7,2024-08-07,da Paz - ME,Helena da Costa,A liberdade de inovar naturalmente,Alimentação,12,449.26,0.11,Oeste,Representante,4798.1
e77be8f3-4e4c-4e36-bc64-6445f3746226,2024-07-28,Pinto,Gustavo Henrique Andrade,A vantagem de avançar com força total,Alimentação,58,361.3,0.13,Centro,Telefone,18231.2
019b996e-7fa0-434c-8942-e53430a220e7,2023-11-18,Azevedo Rezende - ME,Ana Carolina Alves,O direito de concretizar seus projetos com força total,Utensílios,77,357.93,0.03,Sul,Representante,26733.79
03d8b879-64af-4545-a1a5-24e662b824e0,2024-06-27,Cardoso,Luan Carvalho,A liberdade de avançar antes de tudo,Alimentação,14,81.33,0.03,Leste,Telefone,1104.46
29745fd8-ce26-4efa-ac78-91fdd96e3c64,2024-01-16,Monteiro Pastor S.A.,Sophie Melo,A simplicidade de avançar sem preocupação,Utensílios,64,147.11,0.07,Centro,Loja Física,8755.99
86668238-520a-4358-8772-f28b57944665,2024-09-20,Farias,Benjamin Abreu,O conforto de conseguir antes de tudo,Alimentação,68,499.23,0.19,Centro,Telefone,27497.59
a8b95066-42dc-4777-940f-9e827332abd5,2024-01-22,Sampaio e Filhos,Bryan Farias,A arte de evoluir simplesmente,Serviços,51,172.68,0.17,Oeste,Online,7309.54
fa4cc34a-9464-4c40-9a79-54ae6f6b4ac3,2025-04-29,Pereira - ME,Ana Beatriz Andrade,A vantagem de ganhar naturalmente,Utensílios,35,408.63,0.04,Centro,Representante,13729.97
2faada98-8bb9-4585-8604-335192cb3278,2025-06-29,Vasconcelos S.A.,Maria Sophia Farias,A possibilidade de evoluir naturalmente,Serviços,50,204.03,0.12,Centro,Online,8977.32
e606d1a6-3d59-4588-ab1a-430c73b7f234,2024-11-02,Martins e Filhos,Sr. Henry Fernandes,A arte de atingir seus objetivos mais facilmente,Alimentação,79,165.11,0.15,Oeste,Online,11087.14
3e55e97d-812c-4292-9a3b-c5ffec92bd42,2024-11-10,Carvalho,Theodoro Jesus,O direito de atingir seus objetivos mais rapidamente,Utensílios,67,377.37,0.12,Sul,Telefone,22249.74
05d5a366-6938-4157-9fad-aa93cec0a71b,2025-05-26,Fogaça e Filhos,Apollo Rocha,A certeza de evoluir com toda a tranquilidade,Alimentação,37,11.37,0.18,Centro,Telefone,344.97
1d59b893-3893-4fb1-975b-c66b940077c8,2025-04-22,Pires e Filhos,Juan Pacheco,A certeza de avançar com força total,Utensílios,83,280.78,0.16,Sul,Telefone,19575.98
53eec37c-75ea-4e65-99e4-2cc723c3375a,2025-01-20,Borges Cirino - EI,Isabel Cardoso,O conforto de avançar direto da fonte,Bebidas,54,110.88,0.02,Centro,Online,5867.77
f3abe7dd-a9e2-4d6c-a697-a827cb991478,2024-04-22,Silveira S/A,Daniel Mendes,A certeza de mudar sem preocupação,Bebidas,99,151.61,0.14,Sul,Loja Física,12908.08
a59d2901-bfea-4373-b9fb-c2b76e67efcd,2024-01-22,Aparecida,Davi Vargas,O conforto de concretizar seus projetos simplesmente,Bebidas,66,220.26,0.17,Centro,Online,12065.84
bea20f9c-4d5c-405c-bacb-ef8beb9c73de,2023-12-23,Cunha e Filhos,Gael Henrique Costa,A arte de avançar com força total,Alimentação,94,131.23,0.16,Sul,Telefone,10361.92
ef626541-7d1c-41f0-a859-596db03ed3eb,2023-12-25,Fernandes S.A.,Maria Alice Cunha,A segurança de realizar seus sonhos mais rapidamente,Bebidas,2,21.35,0.12,Leste,Loja Física,37.58
50bd1718-aeef-4266-97c3-d6e4ecf706fd,2025-04-30,Vasconcelos Pimenta - EI,Rebeca Martins,A possibilidade de inovar com confiança,Alimentação,94,196.34,0.08,Oeste,Loja Física,16979.48
e08866e9-d8fe-4fea-914a-78a65a67b732,2025-06-05,Pereira,Yuri Costa,A vantagem de ganhar mais rapidamente,Utensílios,19,233.68,0.07,Sul,Loja Física,4129.13
7799bc03-ee5d-4047-a68f-82c1a2d5e518,2024-08-15,Machado Brito Ltda.,Maria Cassiano,O direito de concretizar seus projetos em estado puro,Utensílios,34,233.55,0.08,Sul,Telefone,7305.44
016fcd46-8db1-4e20-ba70-54a527658f3b,2024-09-19,Almeida,Helena da Paz,A arte de avançar mais rapidamente,Alimentação,45,252.65,0.13,Leste,Online,9891.25
2763401d-ae93-4eb7-9833-8194179afe71,2025-03-31,da Mota,Davi Lucas Souza,A possibilidade de avançar antes de tudo,Serviços,67,418.03,0.09,Norte,Telefone,25487.29
d812d907-1076-4471-8aa5-3ec816c032db,2025-01-07,Caldeira,Pedro Caldeira,A possibilidade de inovar simplesmente,Utensílios,48,171.07,0.16,Oeste,Loja Física,6897.54
69f062d0-403e-43be-a20a-028b16a92d2d,2025-04-10,Cunha,Pietro Melo,A liberdade de mudar com toda a tranquilidade,Utensílios,15,343.37,0.07,Norte,Representante,4790.01
89a95e20-8dcf-418e-9eba-7b681a223637,2024-05-20,Moreira S.A.,Théo da Mata,A simplicidade de avançar com toda a tranquilidade,Serviços,45,95.46,0.07,Leste,Telefone,3995.0
23c05541-f3af-45fa-826f-f8d3ca3779cd,2025-09-17,Nogueira Ltda.,João Vitor Vieira,A simplicidade de avançar de maneira eficaz,Serviços,58,233.07,0.05,Norte,Telefone,12842.16
cc398bc1-d57c-4665-8ace-3194d7481111,2024-01-30,Marques Monteiro - ME,Henry Gabriel Azevedo,A arte de realizar seus sonhos direto da fonte,Utensílios,89,170.54,0.1,Leste,Loja Física,13660.25
0afa44e8-ce40-4938-9846-ed41eebf0fa7,2025-01-28,Oliveira,Mariana Abreu,O poder de mudar mais rapidamente,Bebidas,74,34.57,0.13,Centro,Loja Física,2225.62
23cb2582-4c72-4183-b183-5a2e47a3fd1e,2024-04-12,Ramos e Filhos,Zoe Leão,A liberdade de realizar seus sonhos de maneira eficaz,Utensílios,13,187.38,0.09,Oeste,Telefone,2216.71
c75d6853-7190-4a91-9c31-1b3bb7a14deb,2025-03-05,Montenegro,Otto Farias,A arte de conseguir de maneira eficaz,Serviços,20,41.62,0.05,Leste,Telefone,790.78
a949c342-3064-43f2-ad94-4f7cfe366e17,2024-03-14,Cirino,Ana Lívia Novaes,O prazer de atingir seus objetivos simplesmente,Utensílios,58,373.09,0.14,Sul,Online,18609.73
3ed36a09-5f2e-49b8-98fd-1bba7de58a23,2024-02-09,Albuquerque Ltda.,Jade Cunha,A simplicidade de ganhar mais facilmente,Bebidas,33,483.22,0.1,Norte,Online,14351.63
89815e69-5805-4d4d-9862-fc2b10f2be80,2024-10-25,Araújo e Filhos,Vitória Teixeira,A vantagem de mudar direto da fonte,Alimentação,75,360.44,0.17,Centro,Telefone,22437.39
63fbae50-dab8-4010-9de5-05ec58bb9ddd,2024-02-05,Ferreira - EI,Lara da Mota,O direito de inovar antes de tudo,Bebidas,24,252.96,0.13,Sul,Telefone,5281.8
a059376c-7a15-4900-a0a0-ed75521f21a7,2023-12-22,Rocha Alves - EI,Benício Albuquerque,A simplicidade de realizar seus sonhos simplesmente,Alimentação,26,233.74,0.06,Centro,Loja Física,5712.61
ca7dff80-c4a8-497e-9bd8-98068b709c1d,2023-11-27,Brito Pereira Ltda.,Stella Marques,O prazer de inovar sem preocupação,Alimentação,34,180.66,0.06,Leste,Online,5773.89
ad89d57d-5afa-4501-9b86-a0e3e21da471,2024-06-06,Melo,Henry Gabriel Cirino,A arte de ganhar com confiança,Serviços,5,397.51,0.09,Sul,Representante,1808.67
0f04a3bb-25bd-4092-9e8c-5c430562c033,2025-02-08,Aparecida,Lucas Rios,A arte de atingir seus objetivos antes de tudo,Utensílios,74,231.13,0.1,Centro,Telefone,15393.26
c3b7b6b7-7ce2-4d19-a939-4e39cf9b67f2,2025-06-25,Garcia - EI,Levi Moreira,A liberdade de inovar mais rapidamente,Alimentação,21,353.06,0.02,Oeste,Representante,7265.97
da6347a2-6305-4f9a-9fd0-517e6d8f584d,2024-08-22,Azevedo da Costa - EI,Antonella Ferreira,O direito de evoluir simplesmente,Utensílios,86,135.6,0.09,Sul,Loja Física,10612.06
418f0f0c-37b8-424f-9848-c7790716c6db,2023-12-22,Farias S.A.,Theodoro Costela,A segurança de mudar mais rapidamente,Alimentação,84,164.33,0.11,Sul,Loja Física,12285.31
f3820fa2-7243-4a13-b186-8735a7f73c94,2025-10-03,Costela das Neves S.A.,Pedro Andrade,A arte de realizar seus sonhos direto da fonte,Serviços,78,116.96,0.07,Oeste,Online,8484.28
0900454c-fa0f-4bb7-9ce3-53338be9f7e4,2024-06-20,Macedo,Antony Ferreira,O conforto de atingir seus objetivos mais rapidamente,Bebidas,38,352.18,0.13,Norte,Online,11643.07
d513ce34-fa83-4b22-8aa3-a02d796093f6,2024-09-11,Fonseca Andrade - ME,Henry Gabriel Dias,A vantagem de evoluir direto da fonte,Bebidas,42,219.08,0.12,Sul,Online,8097.2
e30a2ac8-d6b0-4751-979b-4ab0bdf2f1a5,2025-06-28,Jesus Correia S/A,Caleb Silveira,O prazer de avançar naturalmente,Utensílios,93,416.87,0.06,Norte,Loja Física,36442.78
b3d54f4e-bf2c-433b-880c-078fee863c67,2024-03-21,Viana,Asafe da Paz,O direito de concretizar seus projetos naturalmente,Utensílios,16,162.84,0.13,Norte,Online,2266.73
73625ba3-1f37-4739-8ef3-881749ba110b,2023-12-25,Cavalcante S/A,Sra. Ana Júlia Monteiro,A possibilidade de atingir seus objetivos com força total,Bebidas,16,492.49,0.09,Sul,Representante,7170.65
03fb9e9a-b9fe-4bd2-9310-af95f0ec20df,2024-08-28,Pereira,Thomas Rocha,O conforto de avançar sem preocupação,Serviços,6,440.86,0.05,Sul,Online,2512.9
09d614d6-a914-41c5-9597-609c79dba6c1,2025-07-19,Borges,Maria Sophia Câmara,O conforto de atingir seus objetivos mais facilmente,Alimentação,72,22.12,0.04,Centro,Representante,1528.93
106e7dcd-db89-4c2f-a4fa-8a56e80af151,2025-07-20,Viana Caldeira - EI,Ana Júlia Pires,A vantagem de inovar com confiança,Alimentação,98,23.23,0.02,Oeste,Representante,2231.01
2546fd4c-f24b-4853-87d6-cb08d2fb9ec5,2025-04-18,Guerra,Alexandre Costa,O poder de evoluir com toda a tranquilidade,Bebidas,83,85.36,0.02,Leste,Telefone,6943.18
